id,date_time,city_id,city_name,customer_id,first_name,last_name,item_id,item_name,quantity,payment_amount
76,2022-05-19T00:00:00,0,Москва,7419,Анна,Алексеева,8,Лампочка LED,4,1200
77,2022-05-19T00:00:00,0,Москва,4017,Екатерина,Великая,10,Томаты,2,100
78,2022-05-19T00:00:00,1,Ростов,3811,Светлана,Козлова,6,Яблоко,3,420
79,2022-05-19T00:00:00,2,Ярославль,8003,Геннадий,Иванов,5,Яблоко молодильное,2,800
80,2022-05-19T00:00:00,2,Ярославль,4319,Екатерина,Волкова,6,Яблоко,5,700
81,2022-05-19T00:00:00,0,Москва,5018,Оксана,Великая,1,Молоко 3%,4,480
82,2022-05-19T00:00:00,2,Ярославль,5403,Александр,Кузнецов,0,Молоко 1%,3,300
83,2022-05-19T00:00:00,0,Москва,7807,Константин,Михайлов,10,Томаты,3,150
84,2022-05-19T00:00:00,2,Ярославль,1507,Евгений,Попов,5,Яблоко молодильное,5,2000
85,2022-05-19T00:00:00,0,Москва,8102,Геннадий,Петров,4,Сахар песок,4,200
86,2022-05-19T00:00:00,0,Москва,5306,Александр,Смирнов,9,Ручка шариковая,3,135
87,2022-05-19T00:00:00,1,Ростов,5817,Оксана,Козлова,8,Лампочка LED,3,900
88,2022-05-19T00:00:00,2,Ярославль,8505,Геннадий,Попов,8,Лампочка LED,2,600
89,2022-05-19T00:00:00,0,Москва,414,Александра,Алексеева,8,Лампочка LED,3,900
90,2022-05-19T00:00:00,2,Ярославль,5718,Оксана,Павлова,11,Хлеб ржаной,3,60
91,2022-05-19T00:00:00,0,Москва,8209,Геннадий,Сидоров,5,Яблоко молодильное,2,800
92,2022-05-19T00:00:00,0,Москва,1312,Евгения,Волкова,1,Молоко 3%,4,480
93,2022-05-19T00:00:00,2,Ярославль,2500,Петр,Попов,8,Лампочка LED,2,600
94,2022-05-19T00:00:00,1,Ростов,9908,Эдуард,Новиков,8,Лампочка LED,5,1500
95,2022-05-19T00:00:00,2,Ярославль,2207,Петр,Сидоров,2,Молоко 5%,1,150
96,2022-05-19T00:00:00,1,Ростов,8405,Геннадий,Кузнецов,1,Молоко 3%,2,240
97,2022-05-19T00:00:00,2,Ярославль,8504,Геннадий,Попов,7,Средство для мытья посуды,3,600
98,2022-05-19T00:00:00,1,Ростов,7113,Анна,Федорова,9,Ручка шариковая,3,135
99,2022-05-19T00:00:00,1,Ростов,1705,Евгений,Соколов,11,Хлеб ржаной,3,60
100,2022-05-19T00:00:00,1,Ростов,9003,Эдуард,Иванов,10,Томаты,2,100
101,2022-05-19T00:00:00,1,Ростов,2108,Петр,Петров,8,Лампочка LED,5,1500
102,2022-05-19T00:00:00,2,Ярославль,511,Александра,Лебедева,5,Яблоко молодильное,3,1200
103,2022-05-19T00:00:00,0,Москва,104,Иван,Петров,0,Молоко 1%,4,400
104,2022-05-19T00:00:00,0,Москва,9614,Надежда,Егорова,3,Устройство для нагревания табака Трубка Мира,5,2500
105,2022-05-19T00:00:00,0,Москва,8402,Геннадий,Кузнецов,8,Лампочка LED,4,1200
106,2022-05-19T00:00:00,2,Ярославль,5611,Оксана,Егорова,5,Яблоко молодильное,2,800
107,2022-05-19T00:00:00,1,Ростов,6610,Елизавета,Егорова,1,Молоко 3%,5,600
108,2022-05-19T00:00:00,0,Москва,12,Александра,Великая,2,Молоко 5%,4,600
109,2022-05-19T00:00:00,1,Ростов,9111,Надежда,Федорова,11,Хлеб ржаной,5,100
110,2022-05-19T00:00:00,2,Ярославль,8117,Снежанна,Федорова,8,Лампочка LED,4,1200
111,2022-05-19T00:00:00,0,Москва,8711,Снежанна,Павлова,6,Яблоко,4,560
112,2022-05-19T00:00:00,0,Москва,300,Иван,Смирнов,10,Томаты,5,250
113,2022-05-19T00:00:00,0,Москва,3718,Светлана,Павлова,8,Лампочка LED,5,1500
114,2022-05-19T00:00:00,2,Ярославль,3503,Олег,Попов,4,Сахар песок,5,250
115,2022-05-19T00:00:00,2,Ярославль,9,Иван,Иванов,9,Ручка шариковая,2,90
116,2022-05-19T00:00:00,1,Ростов,3016,Светлана,Великая,6,Яблоко,1,140
117,2022-05-19T00:00:00,1,Ростов,4604,Сергей,Васильев,11,Хлеб ржаной,1,20
118,2022-05-19T00:00:00,0,Москва,5410,Оксана,Алексеева,0,Молоко 1%,5,500
119,2022-05-19T00:00:00,2,Ярославль,700,Иван,Соколов,3,Устройство для нагревания табака Трубка Мира,1,500
120,2022-05-19T00:00:00,0,Москва,1104,Евгений,Петров,9,Ручка шариковая,4,180
121,2022-05-19T00:00:00,0,Москва,4509,Сергей,Попов,9,Ручка шариковая,1,45
122,2022-05-19T00:00:00,1,Ростов,5216,Оксана,Морозова,10,Томаты,5,250
123,2022-05-19T00:00:00,1,Ростов,8117,Снежанна,Федорова,3,Устройство для нагревания табака Трубка Мира,1,500
124,2022-05-19T00:00:00,0,Москва,5714,Оксана,Павлова,10,Томаты,1,50
125,2022-05-19T00:00:00,0,Москва,801,Иван,Михайлов,5,Яблоко молодильное,1,400
126,2022-05-19T00:00:00,1,Ростов,216,Александра,Морозова,4,Сахар песок,2,100
127,2022-05-19T00:00:00,0,Москва,8516,Снежанна,Лебедева,8,Лампочка LED,2,600
128,2022-05-19T00:00:00,2,Ярославль,2807,Петр,Михайлов,2,Молоко 5%,5,750
129,2022-05-19T00:00:00,0,Москва,9817,Надежда,Козлова,11,Хлеб ржаной,2,40
130,2022-05-19T00:00:00,2,Ярославль,4709,Сергей,Соколов,2,Молоко 5%,3,450
131,2022-05-19T00:00:00,1,Ростов,9708,Эдуард,Соколов,0,Молоко 1%,2,200
132,2022-05-19T00:00:00,2,Ярославль,1217,Евгения,Морозова,11,Хлеб ржаной,2,40
133,2022-05-19T00:00:00,0,Москва,6114,Елизавета,Федорова,8,Лампочка LED,4,1200
134,2022-05-19T00:00:00,0,Москва,6100,Алексей,Петров,4,Сахар песок,1,50
135,2022-05-19T00:00:00,0,Москва,2404,Петр,Кузнецов,8,Лампочка LED,5,1500
136,2022-05-19T00:00:00,1,Ростов,202,Иван,Сидоров,5,Яблоко молодильное,1,400
137,2022-05-19T00:00:00,1,Ростов,3918,Светлана,Орлова,5,Яблоко молодильное,4,1600
138,2022-05-19T00:00:00,2,Ярославль,1510,Евгения,Лебедева,10,Томаты,1,50
139,2022-05-19T00:00:00,2,Ярославль,408,Иван,Кузнецов,9,Ручка шариковая,4,180
140,2022-05-19T00:00:00,2,Ярославль,7605,Константин,Васильев,5,Яблоко молодильное,3,1200
141,2022-05-19T00:00:00,1,Ростов,9017,Надежда,Великая,5,Яблоко молодильное,5,2000
142,2022-05-19T00:00:00,2,Ярославль,6616,Елизавета,Егорова,3,Устройство для нагревания табака Трубка Мира,5,2500
143,2022-05-19T00:00:00,1,Ростов,4709,Сергей,Соколов,0,Молоко 1%,4,400
144,2022-05-19T00:00:00,1,Ростов,8016,Снежанна,Великая,0,Молоко 1%,3,300
145,2022-05-19T00:00:00,0,Москва,2916,Ольга,Орлова,10,Томаты,2,100
146,2022-05-19T00:00:00,2,Ярославль,9816,Надежда,Козлова,8,Лампочка LED,2,600
147,2022-05-19T00:00:00,1,Ростов,4506,Сергей,Попов,9,Ручка шариковая,4,180
148,2022-05-19T00:00:00,2,Ярославль,5113,Оксана,Федорова,2,Молоко 5%,3,450
149,2022-05-19T00:00:00,0,Москва,410,Александра,Алексеева,9,Ручка шариковая,5,225
150,2022-05-19T00:00:00,1,Ростов,9619,Надежда,Егорова,2,Молоко 5%,2,300
151,2022-05-19T00:00:00,0,Москва,8008,Геннадий,Иванов,3,Устройство для нагревания табака Трубка Мира,5,2500
152,2022-05-19T00:00:00,0,Москва,6011,Елизавета,Великая,11,Хлеб ржаной,4,80
153,2022-05-19T00:00:00,2,Ярославль,7813,Анна,Козлова,1,Молоко 3%,1,120
154,2022-05-19T00:00:00,1,Ростов,3,Иван,Иванов,5,Яблоко молодильное,4,1600
155,2022-05-19T00:00:00,0,Москва,4205,Сергей,Сидоров,8,Лампочка LED,4,1200
156,2022-05-19T00:00:00,1,Ростов,7916,Анна,Орлова,10,Томаты,2,100
157,2022-05-19T00:00:00,2,Ярославль,7308,Константин,Смирнов,3,Устройство для нагревания табака Трубка Мира,5,2500
158,2022-05-19T00:00:00,0,Москва,7706,Константин,Соколов,11,Хлеб ржаной,1,20
159,2022-05-19T00:00:00,1,Ростов,8103,Геннадий,Петров,11,Хлеб ржаной,5,100
160,2022-05-19T00:00:00,1,Ростов,7113,Анна,Федорова,4,Сахар песок,3,150
161,2022-05-19T00:00:00,0,Москва,4410,Екатерина,Алексеева,9,Ручка шариковая,1,45
162,2022-05-19T00:00:00,0,Москва,7206,Константин,Сидоров,6,Яблоко,4,560
163,2022-05-19T00:00:00,2,Ярославль,4206,Сергей,Сидоров,5,Яблоко молодильное,4,1600
164,2022-05-19T00:00:00,1,Ростов,9004,Эдуард,Иванов,0,Молоко 1%,5,500
165,2022-05-19T00:00:00,2,Ярославль,2011,Ольга,Великая,1,Молоко 3%,4,480
166,2022-05-19T00:00:00,2,Ярославль,8215,Снежанна,Морозова,2,Молоко 5%,1,150
167,2022-05-19T00:00:00,1,Ростов,8102,Геннадий,Петров,7,Средство для мытья посуды,2,400
168,2022-05-19T00:00:00,2,Ярославль,319,Александра,Волкова,0,Молоко 1%,1,100
169,2022-05-19T00:00:00,0,Москва,2710,Ольга,Павлова,11,Хлеб ржаной,1,20
170,2022-05-19T00:00:00,0,Москва,2601,Петр,Васильев,5,Яблоко молодильное,3,1200
171,2022-05-19T00:00:00,2,Ярославль,4019,Екатерина,Великая,0,Молоко 1%,2,200
172,2022-05-19T00:00:00,0,Москва,411,Александра,Алексеева,5,Яблоко молодильное,2,800
173,2022-05-19T00:00:00,1,Ростов,8709,Геннадий,Соколов,8,Лампочка LED,4,1200
174,2022-05-19T00:00:00,2,Ярославль,115,Александра,Федорова,1,Молоко 3%,4,480
175,2022-05-19T00:00:00,1,Ростов,3811,Светлана,Козлова,9,Ручка шариковая,4,180
176,2022-05-19T00:00:00,0,Москва,7714,Анна,Павлова,3,Устройство для нагревания табака Трубка Мира,5,2500
177,2022-05-19T00:00:00,2,Ярославль,4118,Екатерина,Федорова,2,Молоко 5%,3,450
178,2022-05-19T00:00:00,1,Ростов,4108,Сергей,Петров,11,Хлеб ржаной,3,60
179,2022-05-19T00:00:00,1,Ростов,9419,Надежда,Алексеева,10,Томаты,5,250
180,2022-05-19T00:00:00,2,Ярославль,6503,Алексей,Попов,4,Сахар песок,5,250
181,2022-05-19T00:00:00,0,Москва,4615,Екатерина,Егорова,10,Томаты,1,50
182,2022-05-19T00:00:00,0,Москва,916,Александра,Орлова,7,Средство для мытья посуды,2,400
183,2022-05-19T00:00:00,1,Ростов,3908,Олег,Новиков,2,Молоко 5%,1,150
184,2022-05-19T00:00:00,1,Ростов,1915,Евгения,Орлова,1,Молоко 3%,5,600
185,2022-05-19T00:00:00,0,Москва,6115,Елизавета,Федорова,10,Томаты,1,50
186,2022-05-19T00:00:00,0,Москва,7203,Константин,Сидоров,0,Молоко 1%,4,400
187,2022-05-19T00:00:00,2,Ярославль,6105,Алексей,Петров,10,Томаты,4,200
188,2022-05-19T00:00:00,1,Ростов,9604,Эдуард,Васильев,0,Молоко 1%,3,300
189,2022-05-19T00:00:00,1,Ростов,6802,Алексей,Михайлов,0,Молоко 1%,5,500
190,2022-05-19T00:00:00,2,Ярославль,5313,Оксана,Волкова,6,Яблоко,5,700
191,2022-05-19T00:00:00,2,Ярославль,4416,Екатерина,Алексеева,6,Яблоко,1,140
192,2022-05-19T00:00:00,2,Ярославль,6112,Елизавета,Федорова,2,Молоко 5%,3,450
193,2022-05-19T00:00:00,1,Ростов,10,Александра,Великая,3,Устройство для нагревания табака Трубка Мира,3,1500
194,2022-05-19T00:00:00,2,Ярославль,8209,Геннадий,Сидоров,7,Средство для мытья посуды,1,200
195,2022-05-19T00:00:00,1,Ростов,5709,Александр,Соколов,2,Молоко 5%,2,300
196,2022-05-19T00:00:00,1,Ростов,9812,Надежда,Козлова,6,Яблоко,4,560
197,2022-05-19T00:00:00,0,Москва,6314,Елизавета,Волкова,2,Молоко 5%,2,300
198,2022-05-19T00:00:00,1,Ростов,8516,Снежанна,Лебедева,0,Молоко 1%,1,100
199,2022-05-19T00:00:00,2,Ярославль,1404,Евгений,Кузнецов,1,Молоко 3%,4,480
200,2022-05-19T00:00:00,0,Москва,4114,Екатерина,Федорова,6,Яблоко,4,560
201,2022-05-19T00:00:00,0,Москва,7419,Анна,Алексеева,8,Лампочка LED,4,1200
202,2022-05-19T00:00:00,0,Москва,4017,Екатерина,Великая,10,Томаты,2,100
203,2022-05-19T00:00:00,1,Ростов,3811,Светлана,Козлова,6,Яблоко,3,420
204,2022-05-19T00:00:00,2,Ярославль,8003,Геннадий,Иванов,5,Яблоко молодильное,2,800
205,2022-05-19T00:00:00,2,Ярославль,4319,Екатерина,Волкова,6,Яблоко,5,700
206,2022-05-19T00:00:00,0,Москва,5018,Оксана,Великая,1,Молоко 3%,4,480
207,2022-05-19T00:00:00,2,Ярославль,5403,Александр,Кузнецов,0,Молоко 1%,3,300
208,2022-05-19T00:00:00,0,Москва,7807,Константин,Михайлов,10,Томаты,3,150
209,2022-05-19T00:00:00,2,Ярославль,1507,Евгений,Попов,5,Яблоко молодильное,5,2000
210,2022-05-19T00:00:00,0,Москва,8102,Геннадий,Петров,4,Сахар песок,4,200
211,2022-05-19T00:00:00,0,Москва,5306,Александр,Смирнов,9,Ручка шариковая,3,135
212,2022-05-19T00:00:00,1,Ростов,5817,Оксана,Козлова,8,Лампочка LED,3,900
213,2022-05-19T00:00:00,2,Ярославль,8505,Геннадий,Попов,8,Лампочка LED,2,600
214,2022-05-19T00:00:00,0,Москва,414,Александра,Алексеева,8,Лампочка LED,3,900
215,2022-05-19T00:00:00,2,Ярославль,5718,Оксана,Павлова,11,Хлеб ржаной,3,60
216,2022-05-19T00:00:00,0,Москва,8209,Геннадий,Сидоров,5,Яблоко молодильное,2,800
217,2022-05-19T00:00:00,0,Москва,1312,Евгения,Волкова,1,Молоко 3%,4,480
218,2022-05-19T00:00:00,2,Ярославль,2500,Петр,Попов,8,Лампочка LED,2,600
219,2022-05-19T00:00:00,1,Ростов,9908,Эдуард,Новиков,8,Лампочка LED,5,1500
220,2022-05-19T00:00:00,2,Ярославль,2207,Петр,Сидоров,2,Молоко 5%,1,150
221,2022-05-19T00:00:00,1,Ростов,8405,Геннадий,Кузнецов,1,Молоко 3%,2,240
222,2022-05-19T00:00:00,2,Ярославль,8504,Геннадий,Попов,7,Средство для мытья посуды,3,600
223,2022-05-19T00:00:00,1,Ростов,7113,Анна,Федорова,9,Ручка шариковая,3,135
224,2022-05-19T00:00:00,1,Ростов,1705,Евгений,Соколов,11,Хлеб ржаной,3,60
225,2022-05-19T00:00:00,1,Ростов,9003,Эдуард,Иванов,10,Томаты,2,100
226,2022-05-19T00:00:00,1,Ростов,2108,Петр,Петров,8,Лампочка LED,5,1500
227,2022-05-19T00:00:00,2,Ярославль,511,Александра,Лебедева,5,Яблоко молодильное,3,1200
228,2022-05-19T00:00:00,0,Москва,104,Иван,Петров,0,Молоко 1%,4,400
229,2022-05-19T00:00:00,0,Москва,9614,Надежда,Егорова,3,Устройство для нагревания табака Трубка Мира,5,2500
230,2022-05-19T00:00:00,0,Москва,8402,Геннадий,Кузнецов,8,Лампочка LED,4,1200
231,2022-05-19T00:00:00,2,Ярославль,5611,Оксана,Егорова,5,Яблоко молодильное,2,800
232,2022-05-19T00:00:00,1,Ростов,6610,Елизавета,Егорова,1,Молоко 3%,5,600
233,2022-05-19T00:00:00,0,Москва,12,Александра,Великая,2,Молоко 5%,4,600
234,2022-05-19T00:00:00,1,Ростов,9111,Надежда,Федорова,11,Хлеб ржаной,5,100
235,2022-05-19T00:00:00,2,Ярославль,8117,Снежанна,Федорова,8,Лампочка LED,4,1200
236,2022-05-19T00:00:00,0,Москва,8711,Снежанна,Павлова,6,Яблоко,4,560
237,2022-05-19T00:00:00,0,Москва,300,Иван,Смирнов,10,Томаты,5,250
238,2022-05-19T00:00:00,0,Москва,3718,Светлана,Павлова,8,Лампочка LED,5,1500
239,2022-05-19T00:00:00,2,Ярославль,3503,Олег,Попов,4,Сахар песок,5,250
240,2022-05-19T00:00:00,2,Ярославль,9,Иван,Иванов,9,Ручка шариковая,2,90
241,2022-05-19T00:00:00,1,Ростов,3016,Светлана,Великая,6,Яблоко,1,140
242,2022-05-19T00:00:00,1,Ростов,4604,Сергей,Васильев,11,Хлеб ржаной,1,20
243,2022-05-19T00:00:00,0,Москва,5410,Оксана,Алексеева,0,Молоко 1%,5,500
244,2022-05-19T00:00:00,2,Ярославль,700,Иван,Соколов,3,Устройство для нагревания табака Трубка Мира,1,500
245,2022-05-19T00:00:00,0,Москва,1104,Евгений,Петров,9,Ручка шариковая,4,180
246,2022-05-19T00:00:00,0,Москва,4509,Сергей,Попов,9,Ручка шариковая,1,45
247,2022-05-19T00:00:00,1,Ростов,5216,Оксана,Морозова,10,Томаты,5,250
248,2022-05-19T00:00:00,1,Ростов,8117,Снежанна,Федорова,3,Устройство для нагревания табака Трубка Мира,1,500
249,2022-05-19T00:00:00,0,Москва,5714,Оксана,Павлова,10,Томаты,1,50
250,2022-05-19T00:00:00,0,Москва,801,Иван,Михайлов,5,Яблоко молодильное,1,400
251,2022-05-19T00:00:00,1,Ростов,216,Александра,Морозова,4,Сахар песок,2,100
252,2022-05-19T00:00:00,0,Москва,8516,Снежанна,Лебедева,8,Лампочка LED,2,600
253,2022-05-19T00:00:00,2,Ярославль,2807,Петр,Михайлов,2,Молоко 5%,5,750
254,2022-05-19T00:00:00,0,Москва,9817,Надежда,Козлова,11,Хлеб ржаной,2,40
255,2022-05-19T00:00:00,2,Ярославль,4709,Сергей,Соколов,2,Молоко 5%,3,450
256,2022-05-19T00:00:00,1,Ростов,9708,Эдуард,Соколов,0,Молоко 1%,2,200
257,2022-05-19T00:00:00,2,Ярославль,1217,Евгения,Морозова,11,Хлеб ржаной,2,40
258,2022-05-19T00:00:00,0,Москва,6114,Елизавета,Федорова,8,Лампочка LED,4,1200
259,2022-05-19T00:00:00,0,Москва,6100,Алексей,Петров,4,Сахар песок,1,50
260,2022-05-19T00:00:00,0,Москва,2404,Петр,Кузнецов,8,Лампочка LED,5,1500
261,2022-05-19T00:00:00,1,Ростов,202,Иван,Сидоров,5,Яблоко молодильное,1,400
262,2022-05-19T00:00:00,1,Ростов,3918,Светлана,Орлова,5,Яблоко молодильное,4,1600
263,2022-05-19T00:00:00,2,Ярославль,1510,Евгения,Лебедева,10,Томаты,1,50
264,2022-05-19T00:00:00,2,Ярославль,408,Иван,Кузнецов,9,Ручка шариковая,4,180
265,2022-05-19T00:00:00,2,Ярославль,7605,Константин,Васильев,5,Яблоко молодильное,3,1200
266,2022-05-19T00:00:00,1,Ростов,9017,Надежда,Великая,5,Яблоко молодильное,5,2000
267,2022-05-19T00:00:00,2,Ярославль,6616,Елизавета,Егорова,3,Устройство для нагревания табака Трубка Мира,5,2500
268,2022-05-19T00:00:00,1,Ростов,4709,Сергей,Соколов,0,Молоко 1%,4,400
269,2022-05-19T00:00:00,1,Ростов,8016,Снежанна,Великая,0,Молоко 1%,3,300
270,2022-05-19T00:00:00,0,Москва,2916,Ольга,Орлова,10,Томаты,2,100
271,2022-05-19T00:00:00,2,Ярославль,9816,Надежда,Козлова,8,Лампочка LED,2,600
272,2022-05-19T00:00:00,1,Ростов,4506,Сергей,Попов,9,Ручка шариковая,4,180
273,2022-05-19T00:00:00,2,Ярославль,5113,Оксана,Федорова,2,Молоко 5%,3,450
274,2022-05-19T00:00:00,0,Москва,410,Александра,Алексеева,9,Ручка шариковая,5,225
275,2022-05-19T00:00:00,1,Ростов,9619,Надежда,Егорова,2,Молоко 5%,2,300
276,2022-05-19T00:00:00,0,Москва,8008,Геннадий,Иванов,3,Устройство для нагревания табака Трубка Мира,5,2500
277,2022-05-19T00:00:00,0,Москва,6011,Елизавета,Великая,11,Хлеб ржаной,4,80
278,2022-05-19T00:00:00,2,Ярославль,7813,Анна,Козлова,1,Молоко 3%,1,120
